,Renda,Idade,Emprestimo,Finalidade,Tempo Trabalho,Taxa,Renda Emp.,Situação
30944,30000,42,4200,DEBTCONSOLIDATION,0.0,7.49,0.14,0
30945,70000,36,25000,PERSONAL,11.0,12.84,0.36,0
30946,70000,37,25000,MEDICAL,7.0,9.76,0.36,0
30947,70000,42,2825,MEDICAL,3.0,9.64,0.04,0
30948,70032,40,14000,EDUCATION,14.0,9.99,0.2,0
30949,42000,42,4200,PERSONAL,2.0,13.35,0.1,0
30950,43000,37,4200,VENTURE,1.0,13.49,0.1,0
30951,48000,37,4200,PERSONAL,6.0,10.59,0.09,0
30952,70800,41,12000,PERSONAL,25.0,6.62,0.17,0
30953,50426,42,4200,PERSONAL,0.0,7.49,0.08,0
30954,55000,41,4200,HOMEIMPROVEMENT,4.0,12.69,0.08,0
30955,71000,37,11200,DEBTCONSOLIDATION,11.0,12.42,0.16,0
30959,71000,40,7000,EDUCATION,5.0,15.38,0.1,0
30960,65028,36,10000,EDUCATION,4.0,15.95,0.15,1
30964,47508,41,10000,DEBTCONSOLIDATION,3.0,10.74,0.21,0
30965,72000,41,10000,HOMEIMPROVEMENT,1.0,13.49,0.14,0
30966,72000,42,8400,HOMEIMPROVEMENT,20.0,6.62,0.12,0
30967,72000,38,15000,EDUCATION,10.0,13.49,0.21,0
30968,72000,49,14825,VENTURE,2.0,6.03,0.21,0
30969,48000,45,10000,DEBTCONSOLIDATION,2.0,11.86,0.21,0
30970,48000,39,10000,VENTURE,0.0,13.22,0.21,0
30971,72000,36,3500,MEDICAL,8.0,6.99,0.05,0
30972,72000,37,5600,VENTURE,12.0,5.42,0.08,0
30973,72000,43,5050,DEBTCONSOLIDATION,9.0,6.99,0.07,0
30974,48450,36,10000,DEBTCONSOLIDATION,2.0,13.61,0.21,0
30975,42600,41,10000,VENTURE,0.0,15.62,0.23,1
30976,66000,39,2000,HOMEIMPROVEMENT,21.0,18.39,0.03,1
30977,43000,38,10000,MEDICAL,22.0,16.89,0.23,1
30978,49500,37,10000,MEDICAL,0.0,7.66,0.2,0
30979,56100,38,6100,MEDICAL,4.0,14.79,0.09,1
30980,72000,38,6000,DEBTCONSOLIDATION,8.0,5.99,0.08,0
30981,72000,36,8000,EDUCATION,3.0,6.92,0.11,0
30983,72000,39,15000,DEBTCONSOLIDATION,9.0,11.86,0.21,0
30985,72000,50,8000,MEDICAL,13.0,11.49,0.11,0
30986,72000,36,2500,VENTURE,14.0,7.51,0.03,0
30987,50000,48,10000,HOMEIMPROVEMENT,18.0,9.63,0.2,0
30988,72000,42,10000,DEBTCONSOLIDATION,25.0,7.14,0.14,0
30989,72000,36,6000,VENTURE,5.0,11.36,0.08,0
30990,56100,39,8000,MEDICAL,23.0,16.07,0.12,1
30991,72000,40,14500,DEBTCONSOLIDATION,18.0,7.88,0.2,0
30993,51000,37,10000,PERSONAL,11.0,12.69,0.2,0
30994,72000,48,7000,HOMEIMPROVEMENT,5.0,14.96,0.1,0
30996,72000,37,1600,EDUCATION,9.0,13.92,0.02,0
30997,72000,38,8000,PERSONAL,2.0,12.21,0.11,0
30998,52000,37,10000,HOMEIMPROVEMENT,21.0,11.71,0.19,0
30999,72000,38,5000,HOMEIMPROVEMENT,8.0,12.92,0.07,0
31000,72061,44,4200,VENTURE,8.0,14.17,0.06,0
31002,54000,41,10000,MEDICAL,5.0,13.23,0.19,0
31003,72800,43,20000,HOMEIMPROVEMENT,7.0,12.84,0.27,0
31004,72800,37,23000,EDUCATION,0.0,11.58,0.32,0
31005,54996,36,10000,MEDICAL,4.0,13.47,0.18,0
31006,73000,37,5000,DEBTCONSOLIDATION,4.0,5.99,0.07,0
31007,55000,39,10000,VENTURE,3.0,10.99,0.18,0
31008,73000,48,10000,VENTURE,14.0,7.29,0.14,0
31009,73000,39,10000,VENTURE,3.0,7.51,0.14,0
31010,55000,42,10000,EDUCATION,1.0,13.79,0.18,0
31011,56000,39,10000,DEBTCONSOLIDATION,16.0,13.06,0.18,0
31012,56448,41,10000,VENTURE,5.0,9.99,0.18,0
31013,73500,44,20000,VENTURE,2.0,12.18,0.27,0
31015,74000,43,11000,MEDICAL,5.0,9.91,0.15,0
31016,74000,37,12000,EDUCATION,8.0,7.51,0.16,0
31018,54000,46,10000,PERSONAL,8.0,11.71,0.19,1
31020,74000,46,20000,VENTURE,18.0,12.68,0.27,0
31021,60000,50,10000,VENTURE,13.0,13.49,0.17,0
31022,74000,36,1500,EDUCATION,9.0,10.62,0.02,0
31023,60000,37,10000,HOMEIMPROVEMENT,7.0,7.51,0.17,0
31024,74000,42,16000,PERSONAL,1.0,12.73,0.22,0
31025,74000,42,5300,DEBTCONSOLIDATION,7.0,8.38,0.07,0
31026,74004,40,7125,VENTURE,12.0,6.62,0.1,0
31027,74237,38,18000,PERSONAL,4.0,14.35,0.24,0
31028,60000,40,10000,HOMEIMPROVEMENT,3.0,15.95,0.17,0
31029,68400,43,9600,VENTURE,9.0,13.49,0.14,1
31030,74400,50,7000,VENTURE,5.0,7.49,0.09,0
31031,68400,36,7000,EDUCATION,5.0,13.48,0.1,1
31032,74400,37,7500,VENTURE,21.0,7.05,0.1,0
31033,74500,46,10500,VENTURE,0.0,12.09,0.14,0
31034,60350,46,10000,PERSONAL,3.0,8.94,0.17,0
31035,61000,44,10000,PERSONAL,7.0,15.96,0.16,0
31036,75000,36,24000,PERSONAL,9.0,7.51,0.32,0
31037,75000,45,10000,MEDICAL,7.0,14.27,0.13,0
31038,39000,37,4000,EDUCATION,11.0,14.65,0.1,1
31039,75000,40,10000,VENTURE,1.0,6.62,0.13,0
31040,75000,44,6000,EDUCATION,6.0,8.9,0.08,0
31041,75000,38,9100,VENTURE,19.0,6.03,0.12,0
31042,62000,42,10000,VENTURE,26.0,8.49,0.16,0
31043,62200,45,10000,DEBTCONSOLIDATION,6.0,10.39,0.16,0
31045,63000,46,10000,HOMEIMPROVEMENT,18.0,10.51,0.16,0
31049,75000,38,25000,HOMEIMPROVEMENT,8.0,10.59,0.33,0
31050,59000,44,10000,EDUCATION,1.0,15.62,0.17,1
31051,75000,36,10000,MEDICAL,6.0,6.99,0.13,0
31052,65000,37,10000,DEBTCONSOLIDATION,2.0,5.42,0.15,0
31053,75000,41,5500,EDUCATION,19.0,12.87,0.07,0
31055,75000,42,9600,EDUCATION,2.0,11.99,0.13,0
31056,66000,36,10000,EDUCATION,3.0,6.62,0.15,0
31057,60000,37,10000,VENTURE,1.0,15.99,0.17,1
31058,60000,43,10000,EDUCATION,2.0,13.24,0.17,1
31059,66847,36,10000,PERSONAL,3.0,16.0,0.15,0
31060,67000,44,10000,MEDICAL,5.0,13.49,0.15,0
31061,61000,44,10000,DEBTCONSOLIDATION,7.0,14.11,0.16,1
31062,67000,44,10000,DEBTCONSOLIDATION,3.0,11.66,0.15,0
31065,69000,49,10000,VENTURE,11.0,13.48,0.14,0
31066,69228,42,10000,HOMEIMPROVEMENT,3.0,7.49,0.14,0
31067,64000,36,10000,EDUCATION,0.0,15.28,0.16,1
31068,75000,40,7500,EDUCATION,6.0,12.23,0.1,0
31069,54400,38,10000,MEDICAL,5.0,15.33,0.16,1
31070,70000,41,10000,HOMEIMPROVEMENT,2.0,7.88,0.14,0
31071,70000,46,10000,MEDICAL,0.0,8.59,0.14,0
31072,70800,41,10000,VENTURE,25.0,11.36,0.14,0
31073,71500,41,10000,EDUCATION,4.0,7.14,0.14,0
31074,66000,38,10000,PERSONAL,1.0,15.99,0.15,1
31075,72000,36,10000,PERSONAL,8.0,11.49,0.14,0
31076,75000,39,16000,DEBTCONSOLIDATION,6.0,7.88,0.21,0
31077,72500,36,10000,MEDICAL,2.0,7.9,0.14,0
31078,75000,36,14400,DEBTCONSOLIDATION,2.0,10.25,0.19,0
31079,75000,38,20000,VENTURE,13.0,11.36,0.27,0
31080,75000,36,10000,HOMEIMPROVEMENT,5.0,11.99,0.13,0
31081,58650,41,12000,MEDICAL,15.0,11.14,0.17,1
31082,75000,36,15000,EDUCATION,9.0,12.18,0.2,0
31084,62047,46,10000,MEDICAL,4.0,9.63,0.14,1
31085,75000,47,12000,DEBTCONSOLIDATION,1.0,12.84,0.16,0
31086,80000,43,10000,HOMEIMPROVEMENT,5.0,11.49,0.13,0
31087,75000,37,17000,VENTURE,0.0,11.78,0.23,0
31089,80000,36,10000,PERSONAL,0.0,13.61,0.13,0
31090,69000,40,13200,DEBTCONSOLIDATION,21.0,13.24,0.19,1
31091,75600,37,28000,DEBTCONSOLIDATION,3.0,7.49,0.37,0
31092,75600,40,14000,VENTURE,9.0,7.51,0.19,0
31093,75971,38,18125,HOMEIMPROVEMENT,10.0,14.84,0.24,0
31094,75996,38,3500,DEBTCONSOLIDATION,12.0,7.29,0.05,0
31096,75996,40,3600,MEDICAL,0.0,12.87,0.05,0
31097,76000,39,5000,HOMEIMPROVEMENT,8.0,6.03,0.07,0
31098,76000,43,9150,HOMEIMPROVEMENT,4.0,16.29,0.12,0
31099,76000,44,3600,HOMEIMPROVEMENT,3.0,14.79,0.05,0
31100,85000,37,10000,EDUCATION,3.0,14.27,0.12,0
31101,76000,41,4800,HOMEIMPROVEMENT,17.0,5.42,0.06,0
31102,76000,38,9000,PERSONAL,4.0,5.99,0.12,0
31103,85000,38,10000,MEDICAL,9.0,11.12,0.12,0
31104,85000,39,10000,PERSONAL,3.0,9.32,0.12,0
31105,85900,38,10000,DEBTCONSOLIDATION,6.0,12.53,0.12,0
31106,90000,37,10000,VENTURE,21.0,8.94,0.11,0
31107,76800,46,13000,DEBTCONSOLIDATION,0.0,15.96,0.17,0
31108,76800,36,6200,PERSONAL,18.0,5.99,0.08,0
31109,70872,49,15000,DEBTCONSOLIDATION,4.0,14.84,0.21,1
31110,92000,36,10000,DEBTCONSOLIDATION,5.0,11.71,0.11,0
31112,77000,43,12000,EDUCATION,3.0,5.99,0.16,0
31115,77000,36,6000,PERSONAL,7.0,6.99,0.08,0
31116,95000,41,10000,VENTURE,3.0,16.49,0.11,0
31117,50400,38,10100,DEBTCONSOLIDATION,5.0,11.49,0.2,0
31118,77000,36,10000,EDUCATION,2.0,16.35,0.13,0
31119,77000,37,15000,VENTURE,2.0,12.29,0.19,0
31120,42000,37,10200,PERSONAL,3.0,13.16,0.24,0
31121,55000,48,10200,MEDICAL,9.0,13.92,0.19,0
31122,78000,37,10200,EDUCATION,14.0,13.06,0.13,0
31123,83500,48,10200,EDUCATION,7.0,5.79,0.12,0
31124,77250,38,3000,VENTURE,4.0,8.59,0.04,0
31125,77256,39,10000,HOMEIMPROVEMENT,16.0,11.86,0.13,0
31126,132000,36,10200,HOMEIMPROVEMENT,3.0,7.51,0.08,0
31127,26000,39,11000,DEBTCONSOLIDATION,11.0,8.59,0.42,1
31128,77533,47,25000,EDUCATION,19.0,10.99,0.32,0
31130,36000,42,11000,MEDICAL,0.0,11.97,0.31,1
31131,60000,39,11025,MEDICAL,1.0,10.59,0.18,0
31132,35000,38,11100,EDUCATION,22.0,6.62,0.32,1
31133,78000,42,20000,EDUCATION,6.0,10.99,0.26,0
31134,78000,38,3225,HOMEIMPROVEMENT,0.0,5.79,0.04,0
31135,40000,37,3000,PERSONAL,6.0,9.91,0.07,0
31136,78000,38,6250,EDUCATION,8.0,6.76,0.08,0
31137,78000,36,15000,PERSONAL,7.0,7.88,0.19,0
31138,62200,36,11200,HOMEIMPROVEMENT,3.0,10.59,0.18,0
31139,78000,38,4575,VENTURE,19.0,7.74,0.06,0
31140,66000,42,11200,DEBTCONSOLIDATION,9.0,5.79,0.17,0
31141,78000,39,12000,EDUCATION,5.0,13.57,0.15,0
31143,78000,37,12000,DEBTCONSOLIDATION,5.0,9.83,0.15,0
31144,78000,42,8000,MEDICAL,4.0,10.78,0.1,0
31145,78456,42,25000,MEDICAL,5.0,10.36,0.32,0
31146,132000,40,11200,DEBTCONSOLIDATION,18.0,12.68,0.08,0
31147,150000,50,11200,HOMEIMPROVEMENT,0.0,11.14,0.07,0
31148,40000,36,11250,EDUCATION,2.0,14.27,0.28,0
31149,33600,45,11300,VENTURE,8.0,12.17,0.34,1
31150,78840,39,15000,DEBTCONSOLIDATION,18.0,11.71,0.19,0
31151,60000,42,11300,PERSONAL,3.0,13.61,0.19,0
31152,79000,43,4000,HOMEIMPROVEMENT,3.0,8.88,0.05,0
31153,79200,36,10000,PERSONAL,19.0,6.03,0.13,0
31154,79500,47,16000,EDUCATION,0.0,7.51,0.2,0
31155,33150,41,11500,EDUCATION,5.0,12.98,0.35,1
31156,62540,40,7500,MEDICAL,5.0,19.04,0.1,1
31157,39600,37,11500,PERSONAL,2.0,13.48,0.29,0
31158,41725,39,11500,VENTURE,4.0,14.09,0.28,0
31160,55600,39,11500,HOMEIMPROVEMENT,0.0,13.22,0.21,0
31162,80000,44,10000,MEDICAL,14.0,6.03,0.13,0
31163,73000,37,11500,DEBTCONSOLIDATION,4.0,12.21,0.16,0
31164,40000,40,13750,HOMEIMPROVEMENT,12.0,8.88,0.34,0
31165,74000,37,10000,PERSONAL,6.0,16.29,0.14,1
31166,30000,43,11525,PERSONAL,0.0,13.57,0.38,1
31167,80000,36,10000,VENTURE,4.0,6.62,0.13,0
31168,80000,37,13000,DEBTCONSOLIDATION,8.0,6.62,0.16,0
31169,80000,36,12025,VENTURE,3.0,10.65,0.15,0
31170,55000,43,11750,MEDICAL,3.0,10.99,0.21,0
31172,20400,48,12000,MEDICAL,4.0,7.49,0.59,1
31173,80000,42,10000,PERSONAL,3.0,11.49,0.13,0
31174,80000,43,9800,VENTURE,3.0,5.99,0.12,0
31175,27000,47,12000,PERSONAL,2.0,13.3,0.44,1
31176,80000,36,20000,EDUCATION,5.0,10.99,0.25,0
31177,80000,43,10000,DEBTCONSOLIDATION,20.0,6.99,0.13,0
31178,30000,37,12000,VENTURE,8.0,12.42,0.4,1
31179,30000,44,12000,DEBTCONSOLIDATION,2.0,11.11,0.4,1
31180,80000,42,5000,PERSONAL,8.0,11.99,0.06,0
31181,30000,44,12000,MEDICAL,0.0,11.83,0.4,1
31182,74000,49,12000,DEBTCONSOLIDATION,20.0,17.99,0.16,1
31184,80000,36,5000,DEBTCONSOLIDATION,20.0,7.29,0.06,0
31185,80000,46,20000,HOMEIMPROVEMENT,13.0,14.54,0.25,0
31186,32000,37,12000,VENTURE,0.0,7.49,0.38,1
31187,80000,38,10000,HOMEIMPROVEMENT,7.0,7.29,0.13,0
31188,80000,39,5600,PERSONAL,18.0,13.43,0.07,0
31189,80000,37,10000,DEBTCONSOLIDATION,5.0,9.99,0.13,0
31190,33600,36,12000,EDUCATION,3.0,11.36,0.36,1
31191,40000,37,15000,VENTURE,1.0,11.48,0.38,0
31193,80000,46,10000,HOMEIMPROVEMENT,3.0,6.17,0.13,0
31194,80000,47,10000,EDUCATION,2.0,6.54,0.13,0
31195,80000,38,4000,DEBTCONSOLIDATION,5.0,12.98,0.05,0
31196,74000,36,25000,HOMEIMPROVEMENT,20.0,17.8,0.34,1
31197,80000,39,19800,HOMEIMPROVEMENT,0.0,13.23,0.25,0
31198,80000,46,5000,VENTURE,8.0,11.86,0.06,0
31200,36500,38,12000,EDUCATION,3.0,7.51,0.33,1
31201,80000,38,5000,MEDICAL,2.0,13.85,0.06,0
31202,80000,44,15000,DEBTCONSOLIDATION,3.0,13.11,0.19,0
31203,80000,44,25000,VENTURE,28.0,15.33,0.31,0
31204,38200,37,12000,VENTURE,0.0,8.94,0.31,1
31205,38304,37,12000,PERSONAL,3.0,7.88,0.31,1
31206,80000,37,20000,MEDICAL,18.0,11.83,0.25,0
31207,74000,36,10250,EDUCATION,4.0,11.48,0.14,1
31208,80000,48,7700,DEBTCONSOLIDATION,0.0,9.63,0.1,0
31209,74000,36,10000,PERSONAL,4.0,11.03,0.14,1
31210,80000,36,15000,EDUCATION,0.0,10.71,0.19,0
31211,39996,39,12000,VENTURE,1.0,10.74,0.3,0
31212,80000,39,5000,MEDICAL,0.0,11.22,0.06,0
31213,40000,37,12000,MEDICAL,0.0,9.91,0.3,0
31214,62903,41,9600,MEDICAL,4.0,10.0,0.13,1
31215,40000,38,12000,VENTURE,19.0,10.59,0.3,0
31216,80004,40,9500,EDUCATION,15.0,7.51,0.12,0
31218,80100,44,8000,MEDICAL,16.0,10.38,0.1,0
31219,80160,44,5500,DEBTCONSOLIDATION,13.0,13.92,0.07,0
31221,42000,42,12000,PERSONAL,0.0,10.37,0.29,0
31222,81000,38,10000,PERSONAL,3.0,14.27,0.12,0
31223,81000,36,6000,HOMEIMPROVEMENT,9.0,12.99,0.07,0
31224,81000,38,11000,EDUCATION,0.0,10.36,0.14,0
31225,81000,38,7000,EDUCATION,4.0,9.99,0.09,0
31226,81000,40,20000,HOMEIMPROVEMENT,10.0,6.17,0.25,0
31227,81120,40,24000,EDUCATION,1.0,9.25,0.3,0
31228,81120,38,8000,HOMEIMPROVEMENT,5.0,11.12,0.1,0
31230,45000,43,12000,MEDICAL,0.0,6.91,0.27,0
31232,64464,42,30000,MEDICAL,13.0,19.03,0.4,1
31233,39000,44,12000,MEDICAL,2.0,11.14,0.31,1
31235,82000,39,8000,HOMEIMPROVEMENT,7.0,19.42,0.1,0
31236,82000,41,12000,HOMEIMPROVEMENT,18.0,7.51,0.15,0
31237,46000,38,12000,MEDICAL,1.0,9.91,0.26,0
31238,82000,49,10000,PERSONAL,4.0,16.49,0.12,0
31239,82000,38,10000,HOMEIMPROVEMENT,4.0,11.99,0.12,0
31240,59448,37,12000,DEBTCONSOLIDATION,6.0,6.54,0.2,0
31241,82359,46,6600,PERSONAL,6.0,7.66,0.08,0
31242,82500,36,11000,MEDICAL,20.0,10.65,0.13,0
31244,54000,39,12000,DEBTCONSOLIDATION,4.0,14.22,0.22,1
31245,83000,43,3000,HOMEIMPROVEMENT,13.0,9.91,0.04,0
31246,83000,41,3000,HOMEIMPROVEMENT,6.0,11.83,0.04,0
31247,83000,36,13000,VENTURE,0.0,11.97,0.16,0
31248,24000,37,3000,HOMEIMPROVEMENT,3.0,19.03,0.13,1
31250,24000,39,3000,HOMEIMPROVEMENT,0.0,14.12,0.13,1
31252,83625,36,13200,PERSONAL,6.0,7.51,0.16,0
31253,84000,36,6000,PERSONAL,2.0,12.69,0.07,0
31255,27599,40,3000,VENTURE,6.0,10.25,0.11,0
31256,84000,37,8225,HOMEIMPROVEMENT,11.0,12.99,0.1,0
31259,84000,38,15000,VENTURE,5.0,9.63,0.18,0
31260,29120,48,3000,DEBTCONSOLIDATION,0.0,12.49,0.1,1
31261,84000,43,12000,DEBTCONSOLIDATION,0.0,5.42,0.14,0
31262,84000,39,9875,EDUCATION,12.0,7.51,0.12,0
31263,84000,36,1000,VENTURE,14.0,7.51,0.01,0
31265,84000,40,17925,HOMEIMPROVEMENT,4.0,14.26,0.21,0
31266,84000,39,4000,EDUCATION,2.0,9.63,0.05,0
31267,84240,49,14000,MEDICAL,4.0,11.89,0.17,0
31268,84996,36,3500,PERSONAL,11.0,12.69,0.04,0
31269,65000,47,12000,EDUCATION,9.0,5.42,0.18,0
31270,65000,37,12000,PERSONAL,4.0,16.49,0.18,0
31271,65000,37,12000,EDUCATION,7.0,13.98,0.18,0
31272,68640,39,12000,MEDICAL,2.0,9.33,0.17,0
31273,85000,40,5000,HOMEIMPROVEMENT,4.0,14.27,0.06,0
31275,85000,38,15000,VENTURE,15.0,6.03,0.18,0
31276,85000,37,5500,HOMEIMPROVEMENT,4.0,12.69,0.06,0
31277,85000,37,10000,HOMEIMPROVEMENT,19.0,9.99,0.12,0
31278,85000,37,8000,HOMEIMPROVEMENT,17.0,11.99,0.09,0
31279,85000,38,6000,PERSONAL,4.0,10.99,0.07,0
31280,73000,36,8000,DEBTCONSOLIDATION,3.0,17.49,0.11,1
31281,72800,36,12000,VENTURE,1.0,7.66,0.16,0
31282,85000,37,5600,VENTURE,2.0,5.42,0.07,0
31284,85000,42,8500,HOMEIMPROVEMENT,10.0,15.58,0.1,0
31285,37000,37,6075,VENTURE,5.0,11.86,0.16,0
31286,85000,39,5000,VENTURE,2.0,11.86,0.06,0
31287,85000,48,10000,EDUCATION,0.0,7.51,0.12,0
31288,42000,37,3000,VENTURE,3.0,7.51,0.07,0
31289,85000,47,5500,DEBTCONSOLIDATION,5.0,6.76,0.06,0
31290,37000,41,10000,VENTURE,0.0,13.79,0.27,0
31291,85000,40,10000,EDUCATION,1.0,12.87,0.12,0
31292,85000,36,8000,EDUCATION,2.0,14.96,0.09,0
31293,75000,43,12000,HOMEIMPROVEMENT,0.0,7.9,0.16,0
31294,85000,37,10000,EDUCATION,3.0,18.43,0.12,0
31295,36700,45,2000,PERSONAL,7.0,7.51,0.05,0
31296,85000,39,12000,PERSONAL,1.0,9.32,0.14,0
31297,85000,46,1000,HOMEIMPROVEMENT,0.0,7.68,0.01,0
31298,85000,47,10000,HOMEIMPROVEMENT,3.0,8.07,0.12,0
31299,85000,46,5000,VENTURE,1.0,7.43,0.06,0
31300,85280,44,7000,PERSONAL,4.0,10.62,0.08,0
31301,86000,39,8500,HOMEIMPROVEMENT,10.0,6.03,0.1,0
31302,62900,36,6250,MEDICAL,5.0,13.49,0.08,1
31303,75744,42,12000,EDUCATION,2.0,14.91,0.16,1
31304,82000,42,12000,VENTURE,10.0,13.24,0.15,0
31305,83000,48,12000,VENTURE,2.0,10.99,0.14,0
31306,86004,43,10000,HOMEIMPROVEMENT,2.0,9.99,0.12,0
31307,36000,44,4000,EDUCATION,5.0,16.29,0.11,0
31308,36000,36,10000,MEDICAL,4.0,16.29,0.28,0
31310,86044,43,6500,HOMEIMPROVEMENT,16.0,7.74,0.08,0
31311,84695,36,12000,MEDICAL,2.0,7.29,0.14,0
31312,86500,37,6500,EDUCATION,13.0,7.14,0.08,0
31313,86500,40,10000,HOMEIMPROVEMENT,2.0,10.25,0.12,0
31315,85000,39,12000,HOMEIMPROVEMENT,4.0,6.03,0.14,0
31317,86807,46,10000,VENTURE,0.0,8.94,0.12,0
31318,85000,39,12000,EDUCATION,7.0,10.74,0.14,0
31319,75000,49,15600,DEBTCONSOLIDATION,21.0,17.27,0.21,1
31320,75000,41,4800,DEBTCONSOLIDATION,13.0,15.58,0.06,1
31321,88000,49,12000,VENTURE,11.0,6.62,0.14,0
31322,87000,41,9000,PERSONAL,4.0,16.0,0.1,0
31324,87000,46,20000,PERSONAL,1.0,12.41,0.23,0
31325,90000,37,12000,PERSONAL,15.0,7.51,0.13,0
31326,87048,40,17600,PERSONAL,11.0,7.9,0.2,0
31328,87950,37,14250,EDUCATION,3.0,11.89,0.16,0
31329,93000,36,12000,PERSONAL,1.0,13.48,0.13,0
31331,88000,41,4000,HOMEIMPROVEMENT,5.0,7.14,0.05,0
31332,88000,37,12000,VENTURE,21.0,7.51,0.14,0
31333,95000,36,12000,PERSONAL,2.0,10.99,0.13,0
31334,88000,37,1000,VENTURE,2.0,13.48,0.01,0
31335,73100,42,12000,MEDICAL,4.0,16.77,0.14,1
31336,88296,37,15000,HOMEIMPROVEMENT,8.0,10.14,0.17,0
31337,88400,49,20000,MEDICAL,4.0,13.92,0.23,0
31338,100000,41,12000,PERSONAL,3.0,10.74,0.12,0
31339,88824,37,3600,VENTURE,8.0,6.62,0.04,0
31340,89000,38,6000,PERSONAL,2.0,5.42,0.07,0
31342,77000,49,16000,DEBTCONSOLIDATION,4.0,14.09,0.21,1
31343,89000,37,5000,EDUCATION,3.0,6.91,0.06,0
31344,36000,40,2000,EDUCATION,4.0,13.57,0.06,0
31345,120000,50,12000,MEDICAL,0.0,9.62,0.1,0
31346,90000,41,15000,VENTURE,4.0,13.49,0.17,0
31347,125000,41,12000,DEBTCONSOLIDATION,0.0,13.49,0.1,0
31348,125000,38,12000,EDUCATION,0.0,7.66,0.1,0
31349,90000,36,3800,HOMEIMPROVEMENT,4.0,6.03,0.04,0
31350,90000,36,12000,EDUCATION,13.0,6.62,0.13,0
31351,113000,41,12000,VENTURE,1.0,16.0,0.11,1
31353,90000,40,2800,DEBTCONSOLIDATION,2.0,10.65,0.03,0
31354,90000,41,13200,VENTURE,23.0,6.62,0.15,0
31355,90000,37,4000,MEDICAL,11.0,6.62,0.04,0
31356,78000,38,15000,HOMEIMPROVEMENT,6.0,15.27,0.19,1
31357,275000,39,12000,PERSONAL,12.0,8.49,0.04,0
31358,48000,36,12150,PERSONAL,8.0,5.79,0.25,0
31359,90000,38,7000,DEBTCONSOLIDATION,1.0,6.99,0.08,0
31360,90000,45,2500,VENTURE,3.0,11.99,0.03,0
31361,90000,39,18000,MEDICAL,0.0,10.99,0.2,0
31362,90000,38,21000,VENTURE,14.0,10.59,0.23,0
31363,90000,39,10500,VENTURE,15.0,7.66,0.12,0
31364,78000,37,5600,PERSONAL,0.0,10.74,0.07,1
31365,90000,39,4600,PERSONAL,2.0,11.11,0.05,0
31366,36000,36,12375,VENTURE,20.0,14.27,0.34,1
31367,41000,36,12400,DEBTCONSOLIDATION,18.0,10.65,0.3,0
31368,44196,37,12400,MEDICAL,0.0,11.26,0.28,0
31369,35000,37,13250,PERSONAL,2.0,11.71,0.38,0
31370,90000,37,22000,DEBTCONSOLIDATION,11.0,8.88,0.24,0
31371,90000,43,15000,VENTURE,0.0,14.46,0.17,0
31373,90000,46,20000,DEBTCONSOLIDATION,5.0,6.91,0.22,0
31375,90000,41,8000,VENTURE,12.0,7.51,0.09,0
31376,78000,36,9600,DEBTCONSOLIDATION,7.0,13.98,0.12,1
31377,90000,41,3000,EDUCATION,3.0,7.14,0.03,0
31378,47000,45,2800,MEDICAL,4.0,9.62,0.06,0
31379,48956,46,2800,MEDICAL,0.0,10.59,0.06,0
31380,90000,50,24000,VENTURE,2.0,11.36,0.27,0
31381,90000,38,14000,PERSONAL,9.0,12.73,0.16,0
31382,35000,36,6000,VENTURE,1.0,11.49,0.17,0
31384,35000,39,6800,PERSONAL,2.0,8.49,0.19,0
31385,90000,38,9600,HOMEIMPROVEMENT,0.0,13.92,0.11,0
31386,90000,40,2800,EDUCATION,1.0,11.11,0.03,0
31387,78000,37,20000,DEBTCONSOLIDATION,9.0,16.35,0.26,1
31388,90000,36,20000,EDUCATION,2.0,14.61,0.22,0
31389,25000,37,2775,VENTURE,0.0,15.65,0.11,1
31390,35000,38,1800,EDUCATION,5.0,16.49,0.05,0
31391,90000,38,9300,EDUCATION,9.0,11.83,0.1,0
31392,24000,40,2700,VENTURE,3.0,14.27,0.11,0
31393,29676,45,2700,EDUCATION,5.0,12.84,0.09,0
31394,90000,39,22000,HOMEIMPROVEMENT,9.0,12.67,0.24,0
31395,90996,40,22000,HOMEIMPROVEMENT,9.0,6.17,0.24,0
31396,91000,41,2400,VENTURE,13.0,10.74,0.03,0
31397,91000,44,7900,MEDICAL,14.0,8.59,0.09,0
31398,91200,38,9000,HOMEIMPROVEMENT,0.0,12.68,0.1,0
31399,91992,39,3350,HOMEIMPROVEMENT,0.0,5.42,0.04,0
31401,82500,42,2575,DEBTCONSOLIDATION,3.0,6.76,0.03,0
31402,92000,39,20000,PERSONAL,1.0,14.79,0.22,0
31403,92000,36,4000,MEDICAL,18.0,7.29,0.04,0
31404,92000,41,12000,MEDICAL,15.0,7.66,0.13,0
31405,92000,41,8000,HOMEIMPROVEMENT,5.0,9.63,0.09,0
31408,92000,37,12000,MEDICAL,15.0,11.14,0.13,0
31409,92000,47,12000,HOMEIMPROVEMENT,0.0,14.11,0.13,0
31410,92904,38,5375,MEDICAL,8.0,10.51,0.06,0
31411,93000,43,7000,PERSONAL,7.0,7.14,0.08,0
31413,93000,37,18000,VENTURE,2.0,12.18,0.19,0
31414,81000,46,7000,EDUCATION,1.0,9.45,0.09,1
31415,182500,39,12500,DEBTCONSOLIDATION,2.0,5.42,0.07,0
