,Renda,Idade,Emprestimo,Finalidade,Tempo Trabalho,Taxa,Situação
21223,70000,29,3000,2,5.0,9.63,0
21224,42000,30,10000,5,4.0,16.11,0
21225,70000,32,4000,6,3.0,5.79,0
21226,70000,27,25000,2,11.0,7.66,0
21227,54400,31,27050,5,1.0,14.54,1
21228,42000,28,10000,3,12.0,9.32,0
21229,42500,28,10000,2,2.0,7.88,0
21230,43000,27,10000,5,11.0,12.42,0
21231,70000,34,14000,1,14.0,16.4,0
21232,70000,28,25000,1,4.0,15.57,0
21233,70000,31,12000,5,4.0,6.91,0
21234,70000,31,8400,1,3.0,6.91,0
21235,70000,27,2250,4,2.0,10.36,0
21236,70000,27,1300,5,8.0,5.79,0
21237,70000,27,1000,2,11.0,6.54,0
21238,43080,27,10000,1,7.0,13.98,0
21239,70000,34,20000,2,13.0,6.54,0
21240,43200,27,10000,3,4.0,7.49,0
21241,70000,27,8000,4,4.0,14.46,0
21242,43288,31,10000,5,7.0,10.74,0
21243,70000,31,4000,3,5.0,6.54,0
21244,43337,33,10000,1,17.0,6.92,0
21245,70000,29,13000,6,13.0,6.91,0
21246,70000,30,10200,4,6.0,6.91,0
21247,44000,27,10000,5,12.0,16.77,0
21248,54400,30,23500,5,3.0,6.91,1
21249,70000,33,14000,4,0.0,12.61,0
21250,44000,35,10000,2,8.0,6.54,0
21251,38469,35,10000,4,0.0,12.23,1
21252,45000,29,10000,6,4.0,12.42,0
21253,70000,32,9000,4,16.0,7.14,0
21254,70000,30,12250,1,15.0,7.51,0
21255,45000,30,10000,1,5.0,7.51,0
21256,45000,31,10000,3,4.0,10.65,0
21257,64000,28,6000,4,10.0,16.45,1
21258,70000,28,4000,5,7.0,6.39,0
21259,45000,28,10000,2,1.0,9.91,0
21260,70000,32,14400,5,1.0,7.88,0
21261,70000,30,10000,2,15.0,10.75,0
21262,70000,29,4000,5,7.0,11.86,0
21263,70000,28,8000,6,7.0,11.49,0
21264,70000,31,8000,1,3.0,7.88,0
21265,54400,33,5000,5,2.0,11.86,1
21266,45000,35,10000,6,2.0,10.36,0
21267,70000,29,20000,3,1.0,9.88,0
21268,70000,28,3000,1,12.0,6.39,0
21269,70000,30,15000,4,0.0,12.73,0
21270,39000,28,10000,5,6.0,14.96,1
21271,64000,31,25000,2,14.0,10.62,1
21272,45000,27,10000,2,9.0,7.51,0
21273,39000,35,10000,5,2.0,13.16,1
21274,54400,28,5000,5,6.0,16.07,1
21275,39000,29,10000,4,1.0,14.11,1
21276,70000,31,4625,5,2.0,10.62,0
21277,70000,31,14000,6,16.0,7.88,0
21278,70000,32,10000,2,7.0,9.88,0
21279,70000,35,17000,6,6.0,9.88,0
21280,45000,30,10000,6,4.0,13.36,0
21281,54400,27,11000,5,11.0,15.33,1
21282,70000,29,6500,2,13.0,7.88,0
21283,70000,29,10000,2,5.0,13.85,0
21284,45000,27,10000,5,1.0,9.2,0
21285,52800,34,4325,2,2.0,10.75,0
21286,70000,33,3000,2,0.0,13.57,0
21287,64000,31,5100,2,4.0,13.22,1
21288,35000,28,4250,6,5.0,16.96,0
21289,70000,34,4000,1,16.0,7.74,0
21290,10800,28,4200,2,0.0,11.83,1
21291,14400,31,4200,2,0.0,14.17,1
21292,70000,27,8000,6,7.0,16.0,0
21293,70000,33,5600,1,0.0,13.57,0
21294,70000,28,20000,4,4.0,12.18,0
21295,39600,30,10000,2,4.0,20.89,1
21296,70000,31,2000,3,11.0,7.4,0
21297,70000,29,5000,1,1.0,11.14,0
21298,70000,28,15000,6,11.0,16.0,0
21299,46000,32,10000,1,16.0,10.59,0
21300,46000,35,10000,5,3.0,17.14,0
21301,46000,31,10000,5,0.0,7.51,0
21302,40000,29,10000,4,1.0,13.16,1
21303,46000,27,10000,6,1.0,9.32,0
21304,70000,27,15000,1,0.0,12.84,0
21305,30000,28,4200,6,6.0,15.23,0
21306,30000,34,4200,6,5.0,5.79,0
21307,70000,33,20000,6,3.0,12.84,0
21308,30000,27,4200,6,2.0,12.53,0
21309,30996,35,4200,3,18.0,14.79,0
21310,64000,28,15000,1,11.0,9.63,1
21311,31500,31,4200,5,2.0,9.99,0
21312,32000,27,4200,5,3.0,8.0,0
21313,33600,28,4200,3,12.0,10.0,0
21314,36000,30,4200,3,2.0,14.27,0
21315,64000,34,24000,1,13.0,10.71,1
21316,70000,28,5000,3,0.0,7.43,0
21317,70008,29,5000,5,8.0,5.99,0
21318,40000,30,4200,1,0.0,12.68,0
21319,40000,28,4200,6,2.0,7.51,0
21320,70197,32,4100,2,9.0,7.51,0
21321,70200,27,6000,4,9.0,7.29,0
21322,70254,28,3500,6,12.0,6.62,0
21323,70356,28,6000,3,12.0,11.11,0
21324,70400,32,13000,1,3.0,7.88,0
21325,43200,27,4200,5,4.0,10.74,0
21326,64500,32,19400,3,3.0,13.11,1
21327,64500,28,4000,6,1.0,13.79,1
21328,48000,27,4200,2,4.0,10.74,0
21329,70596,34,10000,2,18.0,11.26,0
21330,48500,30,4200,5,0.0,11.48,0
21331,52000,32,4200,3,10.0,7.51,0
21332,52000,32,4200,3,3.0,13.23,0
21333,70834,28,20000,1,4.0,12.21,0
21334,53000,35,4200,4,2.0,11.71,0
21335,70900,28,25000,3,12.0,15.37,0
21336,70920,28,7600,1,12.0,6.03,0
21337,53500,32,4200,1,1.0,13.98,0
21338,54996,29,4200,1,6.0,15.95,0
21339,71000,28,12000,1,4.0,8.49,0
21340,50650,30,4200,1,5.0,9.91,1
21341,71000,33,5300,5,4.0,11.49,0
21342,71000,32,14000,4,10.0,6.99,0
21343,60000,31,4200,4,4.0,8.49,0
21344,60000,29,4200,5,6.0,8.63,0
21345,71000,33,10000,4,10.0,5.79,0
21346,71000,33,8000,3,7.0,12.68,0
21347,71000,29,11000,4,4.0,13.43,0
21348,55512,27,4200,5,11.0,14.26,1
21349,61600,35,4200,5,4.0,7.29,0
21350,65000,32,4200,6,2.0,14.79,0
21351,71000,29,14000,5,13.0,7.14,0
21352,71000,33,6000,1,11.0,14.72,0
21353,71000,29,4000,2,4.0,7.14,0
21354,53550,27,4200,5,3.0,11.99,1
21355,70000,34,4200,3,1.0,14.61,1
21356,85000,30,4200,5,5.0,5.99,0
21357,71000,28,9800,6,1.0,12.21,0
21358,93000,27,4200,1,11.0,5.42,0
21359,25000,29,4125,1,0.0,11.71,0
21360,71007,28,25000,3,4.0,18.62,0
21361,59000,34,4100,3,0.0,14.91,1
21362,19200,31,4075,5,0.0,8.32,1
21363,71352,27,9000,6,3.0,6.54,0
21364,71500,29,6000,2,3.0,9.63,0
21365,71500,28,15000,4,13.0,11.49,0
21366,71500,35,19200,4,1.0,10.99,0
21367,71700,27,9000,4,11.0,13.8,0
21368,71738,27,11500,3,4.0,9.63,0
21369,47000,31,10000,3,5.0,11.99,0
21370,47200,28,10000,1,3.0,9.99,0
21371,47500,31,10000,5,2.0,15.96,0
21372,72000,27,22000,1,9.0,17.58,0
21373,66000,31,2400,4,11.0,9.91,1
21374,72000,34,13150,5,2.0,6.03,0
21375,47800,29,10000,2,4.0,7.49,0
21376,72000,34,10000,4,8.0,13.49,0
21377,42000,31,10000,3,4.0,11.71,1
21378,72000,27,10000,2,9.0,7.9,0
21379,72000,28,4500,5,12.0,6.62,0
21380,72000,27,21100,5,2.0,8.9,0
21381,66000,30,12000,4,2.0,11.71,1
21382,48000,29,10000,5,6.0,13.8,0
21383,72000,29,14000,5,3.0,10.65,0
21384,72000,27,17000,5,6.0,6.03,0
21385,42000,29,10000,4,2.0,15.21,1
21386,72000,31,1900,5,15.0,7.51,0
21387,72000,28,28000,3,3.0,15.96,0
21388,48000,29,10000,1,13.0,7.51,0
21389,72000,27,6500,5,7.0,6.03,0
21390,72000,27,10000,5,2.0,6.62,0
21391,72000,27,14000,1,4.0,12.42,0
21392,72000,31,9800,4,6.0,6.62,0
21393,72000,35,12800,4,3.0,6.62,0
21394,48000,29,10000,5,4.0,10.62,0
21395,48000,27,10000,5,0.0,10.62,0
21396,48000,28,10000,1,8.0,13.48,0
21397,72000,27,15000,2,3.0,5.42,0
21398,48000,34,10000,1,14.0,15.7,0
21399,48000,30,10000,6,3.0,12.87,0
21400,48000,30,10000,3,1.0,12.18,0
21401,72000,30,4800,2,8.0,13.49,0
21402,72000,29,10800,3,6.0,6.99,0
21403,72000,30,14000,5,3.0,6.99,0
21404,72000,27,9500,5,11.0,13.99,0
21405,72000,27,12000,3,2.0,9.99,0
21406,72000,30,3000,4,14.0,9.99,0
21407,72000,33,4250,2,6.0,5.42,0
21408,48000,28,10000,3,0.0,10.08,0
21409,72000,29,12000,5,3.0,11.49,0
21410,72000,29,16800,6,6.0,15.62,0
21411,56100,28,10000,5,12.0,8.49,1
21412,72000,27,10000,2,1.0,10.99,0
21413,72000,27,7000,1,11.0,11.49,0
21414,72000,31,7000,5,14.0,5.42,0
21415,66000,30,11200,3,14.0,13.49,1
21416,72000,30,9000,3,14.0,15.23,0
21417,49800,27,10000,1,3.0,10.74,0
21418,72000,35,15000,5,4.0,10.59,0
21419,72000,30,6000,6,4.0,11.99,0
21420,72000,32,24000,2,0.0,6.92,0
21421,72000,30,10000,5,12.0,10.0,0
21422,72000,29,22100,6,13.0,7.29,0
21423,50000,35,10000,3,4.0,9.91,0
21424,72000,31,5000,6,7.0,6.92,0
21425,66000,32,2000,2,5.0,15.28,1
21426,72000,27,6000,3,6.0,5.42,0
21427,72000,30,9600,3,7.0,14.17,0
21428,72000,29,7400,5,13.0,5.42,0
21429,72000,28,12000,4,5.0,6.92,0
21430,44000,27,10000,6,5.0,15.27,1
21431,72000,28,25000,5,6.0,11.11,0
21432,50000,31,10000,5,1.0,12.69,0
21433,72000,27,11500,5,5.0,6.91,0
21434,72000,27,2600,3,2.0,9.25,0
21435,72000,29,10000,1,5.0,6.17,0
21436,50000,28,10000,2,12.0,10.74,0
21437,50000,30,10000,4,0.0,10.36,0
21438,50000,32,10000,2,6.0,9.25,0
21439,72000,28,16000,1,12.0,15.95,0
21440,50000,28,10000,1,5.0,7.88,0
21441,44000,28,10000,5,2.0,13.48,1
21442,50000,30,10000,1,3.0,13.22,0
21443,72000,30,20000,5,5.0,10.38,0
21444,72000,29,24000,5,7.0,7.88,0
21445,72000,34,4000,4,10.0,7.14,0
21446,72000,30,12000,6,13.0,7.88,0
21447,50000,29,10000,2,2.0,11.26,0
21448,44000,31,10000,4,1.0,10.71,1
21449,72000,30,9000,5,3.0,14.22,0
21450,44004,29,10000,1,7.0,15.33,1
21451,72000,35,10750,2,2.0,7.51,0
21452,72000,28,4000,4,3.0,10.99,0
21453,72000,29,24000,6,0.0,10.99,0
21454,50800,33,10000,3,16.0,16.4,0
21455,50911,32,10000,1,7.0,13.06,0
21456,51000,28,10000,4,3.0,6.92,0
21457,72000,28,16000,1,13.0,14.26,0
21458,51000,27,10000,6,0.0,7.88,0
21459,72000,27,10000,6,10.0,8.94,0
21460,72000,28,15000,6,12.0,8.94,0
21461,66000,29,8200,2,4.0,17.04,1
21462,72000,31,12300,6,15.0,14.96,0
21463,72000,28,6000,3,1.0,15.37,0
21464,51996,32,10000,2,2.0,5.79,0
21465,51996,33,10000,2,4.0,7.14,0
21466,72000,30,12000,1,3.0,10.95,0
21467,72000,28,10000,4,3.0,10.95,0
21468,72000,27,12500,3,11.0,11.89,0
21469,52000,28,10000,1,2.0,12.69,0
21470,72000,27,15250,6,8.0,13.16,0
21471,72000,28,18000,1,9.0,11.89,0
21472,52000,28,10000,6,12.0,6.92,0
21473,52000,29,10000,5,4.0,13.23,0
21474,72000,29,1000,4,9.0,7.68,0
21475,72000,28,7500,1,8.0,6.0,0
21476,52000,31,10000,6,4.0,11.83,0
21477,52000,29,10000,1,9.0,8.0,0
21478,72000,27,8000,3,4.0,11.09,0
21479,53000,33,10000,3,13.0,15.96,0
21480,72072,29,12000,2,4.0,8.49,0
21481,53000,27,10000,3,7.0,10.25,0
21482,53000,33,10000,3,2.0,8.94,0
21483,53000,28,10000,5,2.0,11.89,0
21484,53376,28,10000,1,5.0,5.42,0
21485,72396,29,9000,1,9.0,10.59,0
21486,54000,33,10000,6,13.0,8.9,0
21487,72500,29,30000,1,0.0,7.49,0
21488,72500,31,8875,4,12.0,11.99,0
21489,72500,32,4000,4,4.0,5.42,0
21490,56525,27,12000,5,4.0,15.95,1
21491,72500,35,4000,2,0.0,10.25,0
21492,54000,30,10000,4,8.0,6.17,0
21493,72500,29,7000,5,2.0,13.79,0
21494,54000,33,10000,2,15.0,10.99,0
21495,54996,29,10000,6,1.0,9.99,0
21496,48996,28,10000,5,12.0,10.37,1
21497,54996,31,10000,4,3.0,7.74,0
21498,72890,33,16400,5,1.0,13.79,0
21499,72900,27,10000,1,3.0,15.7,0
21500,72960,34,11000,5,1.0,12.21,0
21501,72996,27,9200,3,12.0,6.03,0
21502,48996,30,10000,4,1.0,15.45,1
21503,73000,28,15600,2,9.0,6.03,0
21504,55000,27,10000,3,11.0,14.27,0
21505,73000,27,13000,2,11.0,6.03,0
21506,55000,31,10000,5,2.0,12.42,0
21507,73000,32,9600,1,7.0,7.9,0
21508,55000,31,10000,2,3.0,10.59,0
21509,55000,32,10000,5,5.0,8.49,0
21510,73000,32,6000,4,5.0,15.62,0
21511,73000,32,8500,4,3.0,7.29,0
21512,73000,27,10000,1,11.0,5.79,0
21513,55000,27,10000,4,3.0,10.25,0
21514,73000,29,12000,4,7.0,7.29,0
21515,55000,29,10000,2,2.0,12.53,0
21516,55000,32,10000,6,4.0,14.42,0
21517,55000,28,10000,5,1.0,9.32,0
21518,73000,27,17000,3,11.0,7.88,0
21519,73000,28,12000,1,5.0,13.11,0
21520,55000,34,10000,5,0.0,9.51,0
21521,73000,28,15000,6,6.0,11.83,0
21522,55812,27,10000,2,3.0,6.54,0
21523,56000,35,10000,3,5.0,12.42,0
21524,73000,31,6800,3,8.0,7.74,0
21525,56000,33,10000,1,7.0,11.36,0
21526,56000,33,10000,3,2.0,7.74,0
21527,56253,27,10000,6,11.0,11.36,0
21528,73008,28,14000,3,2.0,12.73,0
21529,73073,28,4200,6,8.0,5.79,0
21530,57000,29,10000,3,5.0,18.64,0
21531,73200,27,18000,1,5.0,10.99,0
21532,73200,27,15000,3,7.0,13.22,0
21533,73200,32,7200,1,1.0,10.2,0
21534,67392,34,15000,1,0.0,13.85,1
21535,73400,27,2100,5,10.0,6.76,0
21536,57000,34,10000,3,1.0,11.14,0
21537,73500,28,10000,4,12.0,9.88,0
21538,73524,30,10000,3,2.0,14.74,0
21539,73527,32,12000,3,11.0,12.42,0
21540,58000,34,10000,1,11.0,10.65,0
21541,73580,27,19950,3,3.0,14.96,0
21542,73600,34,15000,4,10.0,12.42,0
21543,58000,29,10000,1,3.0,6.99,0
21544,58000,32,10000,5,3.0,10.96,0
21545,58100,28,10000,5,4.0,10.25,0
21546,57800,27,16000,5,11.0,16.29,1
21547,74000,35,5000,2,13.0,7.9,0
21548,74000,34,17000,3,10.0,14.27,0
21549,59004,27,10000,3,3.0,16.32,0
21550,74000,27,12100,3,4.0,16.89,0
21551,74000,32,1200,4,1.0,7.49,0
21552,74000,28,7800,1,13.0,10.99,0
21553,54000,29,10000,4,5.0,13.49,1
21554,74000,32,15000,1,5.0,11.11,0
21555,74000,30,10500,5,13.0,10.74,0
21556,60000,28,10000,3,8.0,8.9,0
21557,74000,33,20500,5,2.0,6.54,0
21558,74000,29,25000,3,8.0,11.49,0
21559,74000,29,9000,4,0.0,7.51,0
21560,68000,32,1000,3,6.0,14.72,1
21561,74000,28,18000,3,6.0,10.75,0
21562,54000,29,10000,1,12.0,11.71,1
21563,74000,32,5000,1,3.0,10.62,0
21564,74000,30,14000,6,14.0,13.92,0
21565,60000,32,10000,1,0.0,12.42,0
21566,74000,32,1800,1,0.0,8.94,0
21567,60000,30,10000,1,2.0,7.49,0
21568,54000,28,10000,3,2.0,16.49,1
21569,74000,35,8200,3,9.0,8.0,0
21570,74000,28,5450,6,12.0,12.67,0
21571,74004,34,7200,6,6.0,6.62,0
21572,60000,35,10000,1,7.0,11.11,0
21573,74004,29,10000,2,2.0,11.86,0
21574,74004,29,13000,1,13.0,11.26,0
21575,54000,28,10000,2,11.0,16.02,1
21576,60000,33,10000,3,5.0,5.79,0
21577,60000,34,10000,3,1.0,9.62,0
21578,60000,28,10000,3,4.0,6.54,0
21579,74256,34,11000,4,1.0,9.25,0
21580,74346,32,7000,5,16.0,7.9,0
21581,74360,29,8725,5,7.0,5.99,0
21582,60000,29,10000,5,5.0,7.88,0
21583,54000,27,10000,2,4.0,15.95,1
21584,74400,31,13000,6,11.0,7.88,0
21585,68400,27,8000,2,8.0,14.26,1
21586,60000,32,10000,6,4.0,7.51,0
21587,54000,29,10000,1,0.0,14.96,1
21588,74600,28,9500,1,12.0,10.78,0
21589,74628,31,15000,2,12.0,12.99,0
21590,74700,34,14000,5,10.0,9.91,0
21591,60000,29,10000,2,4.0,8.59,0
21592,74778,28,6000,1,13.0,13.98,0
21593,60000,34,10000,4,14.0,13.57,0
21594,74800,27,21000,5,1.0,10.59,0
21595,60000,27,10000,1,1.0,13.22,0
21596,68900,28,18000,1,1.0,17.39,1
21597,75000,28,12000,3,11.0,12.69,0
21598,60000,29,10000,3,11.0,11.97,0
21599,60132,27,10000,6,11.0,10.62,0
21600,75000,29,18000,6,1.0,12.42,0
21601,60626,33,10000,6,3.0,10.74,0
21602,75000,30,10000,6,14.0,14.27,0
21603,61000,29,10000,6,12.0,16.07,0
21604,75000,28,15000,4,3.0,8.9,0
21605,43200,27,4000,5,9.0,13.48,0
21606,44000,34,4000,6,2.0,10.36,0
21607,75000,32,12000,4,12.0,10.65,0
21608,75000,27,7500,1,0.0,8.9,0
21609,75000,29,6000,6,5.0,12.69,0
21610,75000,28,16800,5,5.0,6.03,0
21611,75000,35,4000,2,5.0,14.27,0
21612,75000,27,3500,1,6.0,6.03,0
21613,39000,29,4000,6,0.0,15.99,1
21614,75000,28,15000,1,2.0,14.65,0
21615,75000,32,5600,1,14.0,15.96,0
21616,45000,31,4000,3,0.0,13.43,0
21617,75000,30,18750,6,3.0,7.9,0
21618,75000,31,16500,3,8.0,16.77,0
21619,45200,30,4000,5,0.0,10.59,0
21620,45204,29,4000,5,8.0,11.48,0
21621,75000,35,20000,1,2.0,13.49,0
21622,75000,32,14000,5,8.0,6.03,0
21623,45468,27,4000,6,2.0,13.99,0
21624,75000,33,6000,5,6.0,7.51,0
21625,75000,32,12000,4,4.0,11.71,0
21626,62004,31,10000,6,1.0,12.84,0
21627,75000,34,3000,5,3.0,7.9,0
21628,69000,31,4050,3,15.0,7.51,1
21629,69000,35,25500,6,2.0,17.27,1
21630,63000,29,10000,5,13.0,7.49,0
21631,63000,29,10000,1,5.0,15.33,0
21632,75000,33,25000,5,13.0,10.65,0
21633,64000,27,10000,1,0.0,15.27,0
21634,64000,32,10000,3,1.0,12.69,0
21635,75000,29,8000,5,2.0,12.99,0
21636,75000,29,4200,5,8.0,5.42,0
21637,64000,30,10000,2,4.0,11.99,0
21638,64000,28,10000,4,1.0,11.66,0
21639,64125,28,10000,2,2.0,10.65,0
21640,75000,29,8000,5,6.0,5.42,0
21641,75000,31,3000,6,6.0,8.49,0
21642,64500,29,10000,5,5.0,8.94,0
21643,75000,32,5000,1,6.0,11.49,0
21644,64600,28,10000,1,3.0,13.48,0
21645,75000,33,10000,2,6.0,10.99,0
21646,75000,32,16000,6,5.0,13.49,0
21647,64900,31,10000,5,2.0,7.66,0
21648,59000,35,10000,1,5.0,13.49,1
21649,65000,30,10000,3,3.0,14.27,0
21650,65000,33,10000,5,4.0,11.99,0
21651,75000,27,16000,1,11.0,16.89,0
21652,75000,29,8000,1,9.0,11.99,0
21653,75000,31,2500,4,5.0,12.99,0
21654,65000,30,10000,1,3.0,12.73,0
21655,58650,27,4000,5,11.0,5.42,1
21656,65000,28,10000,6,12.0,14.96,0
21657,65004,28,10000,1,12.0,7.88,0
21658,66000,27,10000,6,6.0,7.9,0
21659,75000,35,10000,3,9.0,7.29,0
21660,66000,29,10000,6,4.0,7.9,0
21661,66000,28,10000,6,9.0,7.9,0
21662,66000,32,10000,5,4.0,11.71,0
21663,66500,33,10000,6,13.0,10.95,0
21664,75000,35,9000,2,1.0,5.79,0
21665,75000,31,12000,3,2.0,7.29,0
21666,75000,29,16950,3,3.0,10.37,0
21667,67500,35,10000,5,3.0,10.65,0
21668,58650,28,20000,5,5.0,14.91,1
21669,68000,29,10000,1,2.0,14.27,0
21670,62000,32,10000,6,8.0,17.27,1
21671,68000,29,10000,5,1.0,10.65,0
21672,75000,34,20000,4,0.0,13.06,0
21673,75000,34,8000,6,6.0,5.42,0
21674,68000,30,10000,1,7.0,10.75,0
21675,75000,34,10000,5,14.0,11.11,0
21676,68500,29,10000,6,4.0,12.53,0
21677,68580,30,10000,6,3.0,7.88,0
21678,75000,29,10000,5,11.0,5.42,0
21679,69204,34,10000,1,4.0,12.18,0
21680,75000,30,15000,4,0.0,12.98,0
21681,75000,33,12000,1,6.0,5.42,0
21682,70000,27,10000,5,11.0,10.65,0
21683,69000,28,15000,3,9.0,6.54,1
21684,75000,33,17000,4,5.0,6.54,0
21685,70000,35,10000,4,1.0,13.98,0
21686,75000,27,10000,5,6.0,5.79,0
21687,75000,32,5000,3,16.0,12.61,0
21688,70000,35,10000,6,4.0,16.45,0
21689,70000,28,10000,5,2.0,13.48,0
21690,75000,28,16000,4,12.0,6.17,0
21691,70000,27,10000,3,2.0,10.99,0
21692,70360,35,10000,3,8.0,6.62,0
21693,75000,30,10000,3,0.0,7.88,0
21694,75000,30,8000,1,12.0,7.14,0
21695,75000,32,10000,6,3.0,10.38,0
21696,75000,29,4000,1,3.0,10.75,0
21697,71020,27,10000,5,1.0,12.53,0
21698,75000,33,10000,5,2.0,7.88,0
21699,75000,30,15000,5,11.0,7.88,0
21700,58650,29,3000,5,5.0,17.19,1
21701,71500,29,10000,5,2.0,13.57,0
21702,75000,29,12000,4,3.0,7.51,0
21703,75000,31,12000,3,3.0,10.38,0
21704,75000,30,21000,4,2.0,14.35,0
21705,66000,30,10000,3,5.0,14.83,1
21706,72000,30,10000,2,1.0,9.99,0
21707,72000,34,10000,4,2.0,7.51,0
21708,75000,27,4000,6,3.0,11.49,0
21709,75000,34,6000,2,6.0,7.51,0
21710,66000,28,10000,2,12.0,15.7,1
21711,75000,27,25000,4,3.0,13.85,0
21712,75000,29,4200,4,11.0,10.99,0
21713,69000,28,25000,2,5.0,19.41,1
21714,73000,34,10000,1,0.0,11.11,0
21715,73000,32,10000,2,4.0,8.59,0
21716,75000,32,20000,6,10.0,16.45,0
21717,75000,28,9600,2,9.0,10.62,0
21718,74000,28,10000,4,12.0,11.71,0
21719,74520,33,10000,4,4.0,16.89,0
21720,75000,27,20150,1,4.0,11.36,0
21721,75000,28,10000,6,6.0,7.9,0
21722,75000,35,25000,5,2.0,10.99,0
21723,75000,27,8500,4,5.0,17.19,0
21724,75000,29,14400,2,4.0,13.92,0
21725,75000,32,22000,1,10.0,13.92,0
21726,75000,32,10000,4,3.0,7.29,0
21727,75000,32,2000,3,2.0,15.65,0
21728,75000,30,10000,4,2.0,7.29,0
21729,75000,27,10000,3,9.0,9.63,0
21730,75000,34,10000,1,2.0,10.0,0
21731,58650,34,12000,5,7.0,20.17,1
21732,75000,32,15000,1,5.0,13.57,0
21733,75000,31,15600,6,8.0,11.83,0
21734,75000,30,15000,6,4.0,11.48,0
21735,75000,28,20000,5,2.0,12.18,0
21736,75000,28,6000,4,3.0,11.48,0
21737,75000,27,18000,1,1.0,13.57,0
21738,75000,31,10000,5,1.0,13.47,0
21739,75000,29,10000,2,9.0,11.48,0
21740,77250,28,10000,1,1.0,9.2,0
21741,60775,31,10000,5,4.0,16.49,1
21742,75000,31,8000,6,3.0,18.21,0
21743,75000,29,12000,5,1.0,9.63,0
21744,75000,32,10000,3,0.0,11.89,0
21745,78504,31,10000,3,2.0,11.41,0
21746,79000,35,10000,5,7.0,7.51,0
21747,75000,33,4000,6,13.0,14.11,0
21748,75000,28,10000,6,5.0,12.21,0
21749,79200,28,10000,5,6.0,7.66,0
21750,80000,29,10000,3,3.0,17.27,0
21751,80000,34,10000,2,6.0,9.91,0
21752,75000,28,7200,6,4.0,15.05,0
21753,75000,31,20000,3,0.0,14.74,0
21754,75000,27,6000,4,11.0,13.47,0
21755,75000,27,4200,3,0.0,9.32,0
21756,75000,27,8000,6,2.0,10.95,0
21757,75000,33,15000,4,3.0,12.21,0
21758,75000,34,6500,2,7.0,9.38,0
21759,80000,31,10000,6,3.0,7.66,0
21760,75000,27,3900,4,1.0,10.51,0
21761,58650,27,7500,5,5.0,15.07,1
21762,75000,28,15250,6,12.0,11.34,0
21763,75000,33,6000,1,17.0,7.68,0
21764,75000,29,3000,1,0.0,9.45,0
21765,69000,30,14000,2,0.0,10.14,1
21766,80000,31,10000,4,0.0,8.59,0
21767,75000,27,21000,3,11.0,15.2,0
21768,75000,27,7500,4,0.0,8.38,0
21769,69000,29,25000,4,2.0,12.8,1
21770,80004,27,10000,1,11.0,15.2,0
21771,75000,35,5000,1,5.0,8.7,0
21772,80004,35,10000,3,5.0,7.51,0
21773,81004,30,10000,6,3.0,6.91,0
21774,75288,27,18050,5,12.0,10.0,0
21775,75333,32,15000,3,1.0,11.58,0
21776,75400,27,6000,5,3.0,7.74,0
21777,75500,27,9000,3,8.0,7.9,0
21778,75500,28,3500,3,12.0,14.91,0
21779,75573,35,22000,4,9.0,9.88,0
21780,83000,29,10000,3,13.0,11.99,0
21781,75600,27,25000,1,4.0,13.61,0
21782,83004,28,10000,2,3.0,11.86,0
21783,65984,28,10000,5,12.0,15.33,1
21784,75670,27,10000,5,0.0,8.94,0
21785,75689,30,10000,4,13.0,13.48,0
21786,75693,33,22000,3,5.0,10.25,0
21787,77976,27,10000,6,2.0,13.85,1
21788,59354,29,9600,5,5.0,13.67,1
21789,75852,27,4000,2,0.0,9.32,0
21790,78000,33,10000,4,7.0,13.06,1
21791,59497,30,17000,5,4.0,16.89,1
21792,75996,29,8000,6,3.0,10.74,0
21793,84456,32,10000,2,5.0,9.88,0
21794,84996,33,10000,3,17.0,8.0,0
21795,84996,27,10000,1,12.0,10.51,0
21796,76000,29,28000,5,13.0,16.77,0
21797,85000,30,10000,4,4.0,6.62,0
21798,76000,27,6400,3,7.0,10.65,0
21799,70000,28,9000,2,12.0,5.42,1
21800,85000,34,10000,4,3.0,12.87,0
21801,85000,30,10000,2,0.0,13.16,0
21802,76000,35,10000,1,6.0,5.42,0
21803,76000,30,6250,4,5.0,7.88,0
21804,85248,27,10000,5,0.0,9.99,0
21805,76000,27,10000,2,2.0,10.99,0
21806,88000,29,10000,4,7.0,7.51,0
21807,88000,27,10000,6,4.0,7.51,0
21808,89000,31,10000,6,1.0,10.99,0
21809,89904,27,10000,3,1.0,10.0,0
21810,70000,34,17000,2,7.0,11.14,1
21811,78000,31,10000,3,15.0,14.27,1
21812,90000,27,10000,6,7.0,14.27,0
21813,76080,30,12000,4,8.0,11.14,0
21814,76176,29,4800,5,12.0,6.99,0
21815,76200,30,3200,4,3.0,8.49,0
21816,76200,29,20000,3,13.0,6.91,0
21817,76248,33,10400,5,17.0,7.66,0
21818,90000,27,10000,4,4.0,7.49,0
21819,90000,30,10000,1,14.0,15.62,0
21820,76404,30,12000,5,14.0,6.54,0
21821,90000,27,10000,2,3.0,7.66,0
21822,76500,28,10000,5,12.0,12.42,0
21823,76500,29,13475,3,13.0,8.94,0
21824,90000,32,10000,2,2.0,11.12,0
21825,76596,29,17600,4,14.0,13.16,0
21826,90000,30,10000,3,4.0,14.18,0
21827,76788,27,17000,2,0.0,12.42,0
21828,60174,27,3025,5,11.0,10.99,1
