ID,Renda Anual,Sexo,Educacao,Estado Civil,Idade,Tempo de Empresa,Situacao
3233,50000,2,3,1,59,10,0
3234,30000,2,2,1,26,3,0
3235,200000,2,2,1,33,3,0
3237,120000,2,1,1,41,10,0
3238,60000,2,2,1,38,11,0
3239,150000,2,1,2,25,15,0
3240,240000,2,2,1,44,13,0
3241,130000,1,2,2,29,9,0
3245,50000,2,2,1,26,19,0
3246,30000,1,2,2,26,19,0
3247,310000,1,1,1,33,13,0
3249,290000,2,2,1,34,9,0
3250,50000,1,2,2,45,3,0
3251,130000,2,1,2,27,8,0
3252,50000,1,5,1,30,5,0
3253,210000,2,2,1,33,12,0
3255,10000,2,2,2,40,6,0
3256,10000,1,3,2,22,8,0
3259,530000,1,1,2,32,12,0
3260,20000,1,2,2,46,5,0
3261,170000,1,2,1,42,16,0
3262,220000,2,2,1,33,4,0
3263,180000,1,3,1,40,5,0
3264,440000,2,1,1,37,9,0
3267,130000,1,2,2,27,9,0
3268,420000,1,1,2,29,5,0
3269,80000,2,2,1,34,9,0
3270,20000,2,2,1,45,1,0
3272,160000,1,1,1,40,14,0
3273,50000,2,2,2,23,7,0
3274,50000,1,2,2,35,3,0
3275,70000,2,2,1,43,4,0
3277,160000,2,2,2,24,18,0
3279,20000,2,1,2,23,11,0
3280,170000,2,2,1,48,10,0
3281,300000,2,1,2,39,2,0
3282,160000,2,1,2,31,19,0
3283,110000,2,3,1,52,9,0
3284,230000,2,1,2,27,1,0
3285,60000,2,2,2,21,7,0
3286,280000,1,1,1,35,18,0
3287,180000,2,1,2,47,13,0
3289,50000,2,2,2,28,3,0
3290,270000,2,2,1,41,9,0
3293,120000,1,3,1,53,18,0
3294,30000,1,1,2,23,15,0
3295,380000,1,1,2,36,3,0
3297,20000,2,2,2,26,14,0
3298,160000,1,3,1,34,2,0
3301,30000,2,3,1,41,7,0
3302,20000,2,2,2,24,7,0
3304,470000,1,2,1,52,7,0
3306,80000,1,3,2,32,17,0
3307,180000,2,2,1,33,3,0
3308,100000,2,2,2,39,19,0
3309,10000,2,2,2,21,5,0
3310,280000,2,2,1,51,17,0
3312,210000,2,1,2,27,12,0
3313,200000,2,1,1,36,15,0
3314,260000,1,1,2,27,11,0
3315,600000,1,1,2,36,12,0
3316,330000,1,2,1,47,19,0
3317,500000,2,1,2,31,11,0
3318,200000,1,1,3,29,16,0
3320,210000,2,2,2,27,18,0
3321,500000,2,1,1,46,14,0
3322,10000,2,2,1,44,2,0
3323,160000,2,1,2,24,2,0
3324,50000,2,3,1,42,8,0
3325,130000,1,2,2,33,18,0
3327,80000,2,2,2,45,1,0
3329,500000,2,2,1,39,13,0
3330,320000,2,2,1,35,19,0
3331,50000,1,2,2,29,14,0
3332,120000,2,2,2,40,16,0
3334,290000,2,2,1,42,15,0
3335,280000,1,1,1,50,13,0
3338,50000,1,2,2,24,3,0
3339,10000,1,3,2,24,1,0
3341,60000,1,2,2,41,5,0
3342,140000,2,2,1,28,13,0
3343,50000,2,2,2,28,3,0
3348,60000,1,1,2,39,14,0
3349,80000,1,3,2,44,18,0
3350,480000,1,1,2,33,14,0
3352,10000,2,2,2,25,5,0
3353,410000,2,1,2,41,2,0
3354,100000,1,1,1,33,19,0
3355,200000,1,3,1,41,19,0
3356,380000,2,2,1,48,1,0
3357,100000,1,2,2,27,4,0
3360,120000,1,2,2,34,4,0
3361,150000,2,2,1,42,5,0
3362,310000,2,1,1,39,10,0
3363,110000,2,2,2,51,9,0
3367,260000,2,2,2,26,9,0
3369,90000,2,2,2,41,10,0
3370,20000,1,3,2,35,12,0
3372,140000,2,2,1,36,19,0
3373,340000,2,2,2,32,14,0
3374,120000,2,1,2,31,6,0
3375,420000,1,1,1,34,4,0
3376,100000,1,3,1,48,6,0
3377,350000,2,2,2,37,18,0
3378,50000,1,2,1,26,4,0
3379,30000,2,1,2,28,4,0
3380,360000,2,1,2,29,4,0
3381,20000,2,3,2,23,6,0
3382,400000,2,2,2,38,1,0
3383,170000,1,3,1,45,14,0
3386,200000,2,1,1,32,1,0
3387,360000,1,1,2,29,9,0
3388,500000,1,1,1,37,4,0
3389,20000,1,2,2,22,8,0
3390,270000,1,3,1,32,1,0
3392,350000,2,1,1,43,6,0
3393,150000,2,2,1,26,14,0
3394,260000,2,1,2,30,6,0
3395,90000,1,1,2,33,19,0
3396,310000,2,2,1,32,10,0
3397,210000,2,1,2,43,11,0
3399,80000,2,2,1,25,3,0
3401,370000,2,1,1,46,11,0
3402,130000,1,2,2,28,15,0
3404,180000,2,3,2,24,17,0
3405,80000,2,2,1,30,19,0
3406,560000,2,1,2,32,14,0
3407,170000,2,1,2,26,11,0
3408,30000,2,3,1,63,3,0
3409,430000,2,1,2,30,1,0
3410,500000,2,2,1,37,18,0
3412,130000,2,1,2,25,3,0
3413,160000,2,2,2,50,18,0
3415,340000,2,2,1,43,6,0
3416,200000,2,2,1,37,9,0
3417,130000,1,2,2,37,12,0
3418,320000,2,3,1,30,2,0
3419,50000,1,3,1,54,15,0
3420,360000,1,1,1,46,13,0
3421,420000,2,2,2,29,11,0
3422,110000,1,1,2,30,18,0
3423,80000,1,2,2,35,7,0
3425,60000,1,2,2,24,12,0
3426,210000,1,2,2,26,17,0
3427,360000,2,1,1,46,19,0
3428,20000,1,2,2,48,19,0
3429,150000,2,1,2,42,18,0
3430,310000,1,3,2,30,19,0
3432,160000,2,3,1,55,2,0
3433,240000,2,1,2,40,8,0
3434,20000,1,1,2,22,17,0
3436,280000,2,2,1,40,2,0
3437,80000,1,2,3,58,8,0
3438,290000,2,3,1,49,18,0
3439,200000,2,1,1,34,9,0
3440,320000,1,1,1,50,5,0
3441,350000,2,2,2,27,2,0
3442,110000,1,1,2,33,17,0
3444,500000,2,1,1,44,16,0
3445,120000,2,1,2,35,16,0
3446,80000,2,3,3,31,15,0
3449,150000,2,1,2,40,12,0
3450,210000,1,2,1,42,18,0
3452,50000,2,1,2,26,7,0
3453,80000,1,2,1,33,10,0
3454,50000,1,2,1,34,8,0
3455,20000,2,2,1,50,8,0
3456,50000,1,2,1,37,16,0
3457,50000,1,1,2,29,10,0
3459,230000,1,2,1,51,19,0
3461,80000,2,3,1,37,7,0
3462,60000,2,2,3,35,9,0
3463,200000,1,2,1,37,6,0
3464,30000,2,3,2,22,13,0
3465,340000,2,1,2,34,1,0
3466,250000,2,2,1,40,13,0
3467,200000,1,1,1,52,6,0
3468,150000,1,1,2,39,12,0
3469,100000,2,3,1,53,19,0
3470,220000,2,2,1,41,13,0
3473,200000,2,2,2,30,4,0
3474,520000,2,1,2,35,6,0
3475,30000,2,2,1,22,8,0
3476,20000,1,2,2,28,17,0
3478,300000,2,3,2,29,14,0
3479,500000,2,1,2,36,10,0
3480,490000,2,2,2,27,7,0
3481,200000,1,1,2,27,9,0
3483,150000,2,1,2,28,15,0
3485,100000,1,2,2,27,18,0
3487,130000,2,2,2,25,9,0
3488,70000,2,1,2,27,16,0
3489,30000,2,1,1,30,17,0
3490,50000,1,1,2,28,9,0
3492,220000,2,1,2,30,2,0
3493,200000,1,2,1,45,9,0
3494,120000,2,2,2,24,10,0
3495,100000,2,2,2,25,17,0
3496,100000,2,3,1,59,16,0
3497,50000,2,1,2,23,11,0
3498,240000,1,2,1,37,9,0
3499,60000,1,1,2,28,18,0
3502,440000,2,3,1,40,19,0
3503,360000,2,2,2,30,2,0
3505,270000,1,1,1,50,7,0
3506,150000,2,1,2,27,7,0
3507,200000,1,3,2,26,15,0
3508,50000,2,2,1,36,16,0
3509,210000,2,1,2,33,5,0
3511,50000,1,2,2,24,10,0
3512,440000,1,1,2,29,9,0
3514,70000,2,2,1,41,10,0
3515,290000,2,2,2,25,3,0
3516,140000,1,2,2,29,19,0
3517,310000,2,2,2,33,8,0
3518,450000,2,1,2,36,1,0
3519,360000,1,1,1,34,12,0
3520,550000,2,2,1,34,3,0
3521,180000,1,1,1,44,10,0
3522,140000,1,2,1,37,1,0
3523,50000,1,1,2,33,10,0
3524,200000,2,2,1,30,17,0
3525,60000,1,2,1,39,15,0
3526,140000,1,1,2,28,2,0
3527,70000,1,2,1,42,16,0
3528,20000,2,2,1,50,13,0
3529,100000,2,2,1,24,15,0
3530,360000,1,1,2,33,2,0
3531,100000,2,3,1,24,8,0
3532,160000,2,3,2,41,9,0
3533,160000,2,2,2,27,15,0
3535,100000,2,3,1,40,15,0
3537,80000,1,2,2,23,15,0
3542,80000,1,2,2,39,7,0
3543,20000,2,2,2,31,19,0
3544,140000,1,1,1,41,15,0
3546,90000,1,2,1,39,3,0
3547,150000,2,2,2,23,7,0
3548,250000,1,3,1,28,13,0
3550,50000,1,2,1,28,19,0
3552,500000,1,1,1,46,4,0
3553,50000,2,2,1,36,16,0
3554,40000,2,1,2,27,16,0
3555,80000,2,2,1,35,1,0
3556,100000,1,1,1,35,18,0
3557,180000,1,1,2,29,8,0
3558,90000,2,3,1,53,12,0
3559,10000,2,2,2,23,8,0
3560,200000,2,1,2,33,18,0
3565,80000,2,2,1,46,19,0
3567,480000,1,2,1,39,7,0
3568,230000,1,1,1,39,4,0
3570,200000,2,1,2,39,6,0
3571,180000,2,1,2,35,5,0
3572,190000,1,3,1,37,13,0
3573,20000,2,2,1,24,18,0
3575,80000,2,1,1,45,13,0
3576,60000,1,3,2,28,4,0
3577,500000,2,1,2,37,8,0
3579,360000,2,1,2,28,9,0
3580,10000,2,3,1,56,17,0
3582,70000,1,2,1,48,18,0
3583,250000,2,2,1,32,8,0
3585,140000,2,3,1,28,9,0
3586,100000,2,2,1,40,10,0
3587,110000,2,1,1,31,7,0
3588,210000,1,2,1,38,5,0
3589,210000,2,1,1,40,9,0
3591,20000,1,2,1,47,2,0
3592,220000,1,1,2,31,11,0
3594,80000,1,1,1,28,18,0
3596,210000,1,3,2,66,18,0
3598,50000,2,2,1,37,19,0
3599,240000,1,1,1,35,6,0
3600,150000,2,2,2,23,17,0
3601,210000,2,2,1,49,5,0
3603,230000,2,4,1,29,4,0
3604,500000,1,1,2,35,18,0
3605,150000,2,2,1,34,4,0
3607,470000,1,1,1,57,11,0
3608,200000,1,1,1,59,12,0
3609,470000,1,1,2,35,15,0
3610,310000,1,1,2,32,5,0
3611,210000,2,1,2,28,6,0
3612,500000,2,2,1,41,7,0
3613,80000,2,2,2,27,7,0
3615,150000,1,3,2,32,2,0
3616,390000,1,3,1,39,16,0
3617,10000,1,1,2,29,12,0
3618,390000,2,3,1,46,16,0
3621,150000,2,1,2,35,7,0
3622,210000,2,2,1,36,10,0
3623,100000,1,1,1,55,8,0
3625,290000,2,2,1,48,8,0
3627,50000,1,2,2,37,13,0
3628,80000,1,3,2,27,7,0
3629,340000,1,2,1,35,17,0
3630,120000,1,3,1,38,5,0
3631,30000,2,2,2,22,9,0
3632,260000,2,1,2,35,10,0
3633,50000,1,2,1,64,9,0
3635,130000,2,2,1,28,6,0
3636,270000,2,2,1,30,1,0
3637,50000,1,3,2,30,16,0
3639,140000,2,2,1,34,6,0
3640,100000,2,2,1,35,7,0
3641,50000,1,3,2,41,8,0
3642,500000,1,1,2,37,6,0
3643,80000,1,2,1,35,14,0
3645,30000,1,2,1,34,17,0
3646,240000,1,2,2,26,7,0
3647,220000,1,3,1,41,10,0
3648,320000,1,2,1,32,19,0
3649,230000,2,2,1,36,13,0
3650,20000,1,3,2,44,9,0
3651,280000,2,2,1,34,4,0
3652,110000,1,2,1,44,1,0
3653,180000,2,2,1,26,10,0
3654,100000,1,3,1,51,10,0
3655,80000,1,2,1,37,15,0
3656,260000,2,3,2,30,9,0
3657,110000,2,2,2,25,7,0
3658,150000,2,2,1,31,17,0
3659,180000,2,2,2,35,12,0
3660,230000,2,2,1,28,2,0
3661,500000,2,1,2,27,5,0
3662,300000,1,2,2,30,15,0
3663,180000,2,2,2,31,14,0
3665,110000,2,3,2,29,19,0
3666,100000,2,2,1,28,11,0
3667,390000,1,1,2,31,7,0
3668,180000,2,6,1,35,10,0
3669,300000,2,3,1,37,15,0
3670,260000,2,1,2,36,15,0
3671,360000,2,2,2,29,19,0
3672,80000,2,2,2,26,16,0
3675,210000,2,1,2,33,5,0
3676,10000,2,2,1,25,11,0
3677,150000,1,1,2,26,3,0
3678,360000,1,3,1,37,7,0
3679,80000,2,2,2,42,10,0
3680,130000,2,1,2,29,7,0
3681,30000,1,1,2,36,19,0
3683,20000,2,2,2,23,17,0
3684,50000,1,2,2,32,10,0
3685,140000,2,2,1,26,3,0
3686,200000,1,1,2,32,6,0
3687,80000,1,2,1,28,6,0
3689,280000,2,2,2,27,5,0
3690,710000,1,2,1,51,15,0
3691,180000,1,1,2,29,5,0
3692,500000,1,1,2,39,4,0
3694,50000,1,1,2,29,9,0
3696,50000,2,2,1,44,17,0
3697,50000,2,2,2,23,5,0
3698,150000,1,1,2,33,1,0
3700,50000,2,2,1,32,19,0
3701,50000,2,1,3,48,13,0
3702,200000,2,1,2,29,10,0
3703,80000,1,1,2,29,17,0
3704,140000,2,2,1,46,4,0
3706,80000,2,3,2,34,15,0
3707,110000,1,2,1,30,3,0
3708,140000,2,1,2,27,19,0
3709,300000,2,1,2,31,18,0
3711,180000,2,5,1,39,15,0
3712,290000,2,2,1,39,16,0
3713,60000,2,2,1,36,6,0
3714,100000,2,2,1,38,5,0
3715,30000,1,2,1,41,2,0
3716,220000,2,3,2,27,4,0
3717,230000,2,2,2,30,4,0
3718,30000,2,1,2,29,17,0
3719,20000,2,2,1,47,18,0
3720,50000,1,2,2,30,13,0
3722,90000,1,1,2,29,7,0
3723,80000,1,1,2,31,17,0
3725,50000,2,2,2,29,5,0
3726,20000,1,3,2,53,18,0
3727,250000,2,1,1,38,18,0
3728,120000,2,2,2,24,19,0
3730,160000,1,1,2,33,6,0
3731,80000,2,3,1,52,1,0
3732,410000,1,2,1,36,10,0
3733,100000,2,2,1,43,4,0
3734,750000,2,2,1,43,11,0
3735,30000,1,2,2,47,15,0
3736,80000,1,2,2,33,8,0
3737,430000,2,1,2,31,3,0
3738,480000,1,1,1,44,16,0
3740,150000,2,1,1,37,19,0
3741,130000,1,1,2,28,13,0
3742,40000,1,2,1,47,13,0
3744,40000,1,2,1,45,19,0
3745,120000,2,1,2,26,8,0
3746,290000,1,1,1,39,13,0
3747,250000,1,3,1,39,1,0
3748,200000,1,1,1,43,18,0
3749,80000,1,2,2,32,16,0
3750,130000,2,2,2,27,5,0
3752,180000,2,1,2,29,7,0
3753,360000,2,1,1,31,12,0
3754,140000,2,2,1,37,4,0
3755,350000,2,1,1,41,6,0
3756,260000,1,1,2,36,5,0
3757,40000,1,1,2,26,8,0
3760,500000,2,1,1,45,6,0
3761,80000,1,4,2,27,12,0
3762,30000,1,3,1,57,4,0
3763,220000,2,2,1,37,15,0
3764,70000,2,2,2,22,7,0
3765,510000,1,1,1,41,8,0
3766,20000,2,2,2,22,18,0
3768,340000,2,2,1,30,6,0
3769,180000,2,1,2,29,6,0
3770,290000,2,0,2,38,7,0
3771,80000,1,2,2,53,2,0
3772,280000,1,1,1,42,3,0
3773,180000,2,1,2,40,18,0
3774,140000,2,1,1,66,10,0
3775,500000,2,1,2,32,15,0
3776,230000,1,2,2,34,18,0
3778,10000,1,2,2,24,4,0
3779,230000,1,1,1,39,17,0
3780,70000,1,1,2,29,4,0
3781,140000,2,1,1,39,15,0
3782,430000,2,1,1,48,19,0
3784,20000,2,2,2,25,1,0
3785,30000,1,1,2,32,7,0
3787,400000,2,1,2,39,3,0
3788,200000,2,1,1,37,16,0
3789,30000,1,5,2,23,8,0
3790,50000,2,2,2,46,16,0
3793,80000,1,3,1,45,16,0
3794,430000,2,1,1,33,19,0
3795,120000,2,1,2,24,8,0
3796,20000,2,2,2,22,5,0
3797,20000,2,2,2,32,4,0
3798,80000,1,1,2,25,11,0
3799,20000,2,2,2,44,9,0
3800,140000,2,2,2,27,8,0
3801,10000,2,2,2,22,7,0
3802,220000,2,3,2,34,15,0
3803,60000,1,1,1,48,3,0
3804,80000,1,3,1,59,17,0
3806,140000,2,2,1,27,6,0
3807,20000,1,2,2,26,8,0
3808,100000,2,3,2,46,17,0
3809,220000,1,1,2,35,16,0
3810,80000,2,1,2,40,11,0
3811,80000,2,3,2,46,7,0
3813,300000,2,1,1,33,11,0
3814,60000,2,2,1,42,13,0
3815,360000,2,1,1,32,4,0
3818,50000,1,2,1,48,18,0
3819,200000,1,2,1,35,18,0
3821,220000,1,1,1,42,15,0
3822,200000,2,1,2,41,11,0
3824,200000,1,2,1,39,4,0
3826,500000,2,2,2,28,8,0
3827,230000,1,3,1,38,11,0
3828,20000,1,3,2,22,7,0
3829,50000,1,1,1,35,18,0
3830,100000,2,2,1,35,10,0
3831,230000,2,2,2,37,17,0
3832,60000,1,2,2,28,18,0
3834,130000,2,3,2,23,5,0
3836,400000,2,1,2,30,9,0
3838,70000,1,3,2,53,1,0
3839,20000,2,1,2,22,15,0
3841,240000,2,1,1,54,15,0
3842,380000,1,1,2,31,4,0
3843,50000,1,2,2,24,12,0
3844,50000,2,2,2,33,16,0
3845,430000,2,1,2,33,9,0
3846,60000,2,1,2,26,13,0
3847,30000,2,2,2,25,12,0
3848,170000,1,3,1,48,15,0
3849,70000,2,1,2,29,1,0
3850,130000,2,2,2,28,15,0
3854,20000,1,3,2,28,5,0
3855,110000,2,2,2,32,9,0
3856,90000,2,2,2,24,4,0
3857,180000,2,1,2,24,4,0
3858,50000,2,2,2,28,1,0
3859,200000,1,2,1,36,5,0
3861,50000,1,1,2,44,18,0
3863,380000,1,1,1,48,15,0
3865,30000,2,2,2,23,1,0
3866,160000,1,3,1,36,11,0
3868,450000,2,1,2,31,14,0
3870,90000,2,1,2,26,16,0
3873,30000,1,3,1,49,14,0
3875,320000,2,1,1,34,14,0
3876,300000,2,2,1,43,14,0
3877,390000,2,1,2,43,8,0
3878,50000,2,2,2,23,13,0
3880,90000,1,2,2,52,8,0
3881,300000,1,3,2,51,7,0
3882,300000,2,4,2,32,1,0
3883,200000,1,1,1,34,16,0
3884,50000,1,2,2,24,11,0
3886,390000,1,1,2,35,12,0
3887,70000,1,2,2,41,6,0
3888,300000,1,3,2,43,19,0
3889,140000,2,3,1,50,6,0
3890,200000,2,1,1,37,13,0
3891,80000,2,3,2,28,4,0
3892,80000,2,3,1,45,19,0
3893,170000,2,1,1,36,15,0
3894,50000,2,1,2,29,3,0
3895,100000,1,2,2,27,18,0
3896,30000,2,2,2,22,13,0
3897,30000,2,6,1,49,10,0
3898,320000,2,2,1,36,5,0
3900,50000,2,2,1,24,11,0
3901,130000,1,3,1,48,2,0
3903,50000,1,2,1,33,13,0
3904,50000,1,2,2,30,5,0
3905,160000,1,3,1,30,3,0
3906,450000,1,2,1,46,18,0
3907,380000,2,1,1,33,5,0
3909,50000,1,2,2,24,16,0
3912,90000,2,1,2,27,5,0
3913,80000,1,2,1,26,15,0
3914,390000,1,1,1,44,17,0
3915,140000,1,2,2,43,6,0
3916,360000,2,2,1,32,19,0
3920,360000,1,1,2,26,1,0
3922,130000,1,1,2,25,13,0
3923,20000,2,3,1,42,14,0
3924,200000,2,3,1,41,3,0
3925,220000,2,2,1,35,11,0
3926,20000,1,1,2,25,16,0
3927,20000,1,2,2,24,5,0
3929,480000,2,1,1,50,7,0
3930,50000,2,2,1,29,18,0
3931,100000,1,2,1,40,2,0
3933,230000,2,1,1,27,2,0
3934,20000,1,2,1,32,7,0
3935,50000,1,2,2,27,5,0
3936,130000,2,1,1,32,18,0
3937,150000,2,1,1,38,16,0
3938,60000,2,1,2,30,9,0
3939,260000,1,2,2,44,6,0
3940,500000,1,2,1,40,19,0
3941,270000,2,2,1,34,18,0
3943,60000,2,2,2,29,6,0
3944,200000,2,1,1,31,10,0
3945,50000,1,3,3,45,16,0
3947,150000,2,1,1,35,5,0
3948,170000,1,3,1,44,17,0
3949,50000,2,2,2,25,14,0
3950,130000,1,2,1,42,2,0
3951,120000,1,3,1,30,18,0
3952,70000,1,1,2,28,15,0
3953,320000,2,2,1,44,4,0
3954,110000,2,2,1,37,15,0
3955,420000,2,1,2,30,1,0
3956,240000,2,2,1,49,1,0
3957,380000,1,1,2,33,11,0
3958,20000,2,2,2,22,7,0
3960,20000,1,3,2,23,2,0
3961,20000,2,2,2,31,15,0
3962,240000,2,1,2,28,19,0
3965,50000,2,2,1,56,3,0
3966,210000,2,2,1,33,5,0
3967,60000,2,2,2,25,5,0
3968,50000,1,2,1,53,16,0
3969,50000,2,1,2,26,2,0
3970,90000,2,2,2,26,4,0
3971,250000,1,1,1,31,11,0
3973,240000,1,2,2,35,12,0
3974,360000,1,1,2,29,1,0
3975,340000,1,1,2,36,18,0
3976,290000,2,1,2,48,8,0
3977,50000,2,2,2,25,9,0
3978,310000,2,2,1,41,6,0
3979,10000,1,2,2,22,12,0
3980,260000,2,1,2,31,19,0
3982,20000,1,3,2,26,14,0
3983,360000,2,1,2,28,4,0
3984,80000,2,1,1,30,18,0
3985,450000,2,2,1,44,13,0
3987,500000,1,1,1,39,18,0
3988,210000,2,1,1,34,7,0
3989,300000,1,3,2,64,16,0
3992,50000,2,2,2,56,14,0
3995,200000,1,1,3,43,7,0
3996,220000,1,3,2,33,17,0
3998,60000,1,2,2,26,10,0
4001,30000,2,1,2,29,19,0
4004,120000,1,3,2,25,12,0
4005,230000,2,1,1,38,7,0
4006,20000,2,3,1,42,14,0
4008,100000,2,3,2,24,17,0
4009,130000,2,2,2,24,14,0
4010,50000,1,2,2,47,4,0
4011,140000,2,3,2,31,17,0
4012,50000,1,2,2,49,2,0
4013,360000,1,1,2,29,16,0
4015,110000,2,2,2,33,9,0
4017,260000,2,1,1,39,15,0
4018,50000,2,1,2,23,15,0
4021,50000,1,2,2,23,11,0
4022,270000,2,2,2,31,8,0
4023,250000,2,1,1,44,13,0
4024,250000,1,1,2,48,17,0
4025,120000,2,2,1,24,8,0
4026,250000,2,3,2,36,15,0
4027,260000,2,2,2,29,8,0
4028,240000,1,2,1,39,15,0
4029,60000,2,2,2,27,18,0
4031,100000,2,2,2,26,5,0
4032,150000,2,1,2,35,3,0
4033,170000,2,1,1,45,18,0
4034,710000,2,1,2,32,7,0
4035,20000,1,2,1,50,4,0
4036,360000,2,2,2,36,8,0
4038,150000,2,3,1,49,13,0
4039,50000,1,3,2,58,5,0
4040,140000,2,3,1,38,12,0
4041,250000,1,1,1,42,6,0
4042,20000,1,2,2,36,9,0
4043,360000,2,2,1,42,10,0
4045,180000,2,2,1,30,8,0
4046,50000,1,2,2,23,13,0
4047,50000,1,2,2,45,1,0
4050,160000,1,2,1,40,18,0
4051,160000,2,3,2,30,13,0
4052,200000,2,2,1,29,6,0
4053,190000,1,1,2,32,15,0
4055,50000,1,2,2,24,2,0
4056,140000,2,2,2,35,13,0
4057,60000,2,2,2,26,15,0
4058,10000,2,3,1,24,19,0
4059,400000,1,1,2,28,10,0
4060,500000,2,1,2,44,6,0
4061,320000,2,2,2,24,3,0
4062,240000,1,1,1,50,15,0
4063,110000,2,3,1,44,7,0
4066,100000,2,3,2,46,8,0
4067,50000,1,1,2,25,15,0
4070,150000,2,2,2,30,9,0
4071,200000,2,2,1,37,5,0
4072,80000,2,2,2,28,17,0
4073,360000,1,1,1,35,11,0
4074,120000,1,2,2,49,17,0
4075,230000,1,1,2,28,5,0
4077,90000,1,2,1,37,18,0
4079,240000,1,2,1,31,4,0
4080,230000,2,2,1,42,17,0
4081,80000,2,1,2,23,9,0
4082,400000,2,1,2,28,12,0
4083,120000,1,1,1,45,11,0
4084,250000,1,1,1,39,4,0
4085,30000,2,1,2,24,11,0
4086,150000,2,1,1,54,17,0
4087,310000,1,3,2,37,7,0
4088,150000,1,2,2,34,3,0
4089,80000,2,1,2,29,6,0
4091,50000,1,2,2,24,5,0
4093,50000,1,2,2,33,6,0
4095,150000,1,1,1,33,10,0
4096,80000,1,2,2,43,13,0
4097,200000,1,2,1,30,5,0
4098,120000,2,3,2,46,11,0
4100,450000,2,6,1,51,18,0
4102,130000,1,2,1,43,19,0
4104,90000,2,2,2,26,10,0
4106,90000,2,2,2,23,4,0
4107,420000,2,1,1,40,3,0
4109,390000,1,1,2,29,10,0
4110,230000,1,1,2,32,13,0
4111,90000,2,2,1,29,8,0
4112,280000,2,2,1,45,7,0
4113,280000,2,1,2,28,5,0
4114,30000,2,3,1,25,6,0
4115,20000,1,2,1,38,2,0
4116,180000,2,1,1,43,18,0
4118,230000,2,2,1,34,2,0
4119,50000,1,2,2,36,3,0
4120,250000,1,2,1,47,9,0
4121,140000,1,1,1,47,5,0
4122,140000,2,2,1,41,11,0
4123,130000,2,1,2,25,13,0
4124,120000,2,2,1,40,14,0
4126,80000,2,3,2,32,6,0
4127,240000,2,1,1,41,1,0
4129,270000,2,1,2,33,14,0
4130,170000,2,1,1,52,15,0
4132,230000,2,5,1,29,1,0
4133,390000,2,1,2,26,13,0
4135,500000,2,2,1,27,12,0
4137,450000,2,1,2,33,12,0
4138,50000,1,2,2,25,12,0
4139,50000,2,1,2,26,12,0
4140,220000,1,1,2,48,12,0
4141,30000,2,2,2,33,9,0
4142,50000,2,3,1,42,2,0
4143,50000,1,2,1,31,14,0
4147,80000,2,2,2,26,12,0
4149,70000,2,2,1,44,1,0
4150,130000,1,3,1,44,6,0
4151,200000,1,3,1,34,19,0
4152,320000,2,1,1,34,14,0
4153,170000,2,1,2,27,19,0
4154,280000,2,1,2,30,1,0
4155,10000,2,2,2,34,10,0
4156,200000,1,1,1,35,9,0
4157,70000,1,2,2,27,12,0
4158,230000,2,1,2,45,14,0
4159,150000,2,1,2,40,16,0
4160,320000,2,1,1,29,19,0
4161,50000,1,1,2,25,16,0
4164,160000,2,2,2,29,15,0
4165,380000,1,1,2,42,8,0
4167,500000,2,2,1,51,8,0
4168,150000,1,3,1,34,15,0
4171,140000,1,1,2,27,10,0
4172,220000,2,1,2,40,1,0
4173,450000,1,3,2,41,10,0
4174,200000,1,2,1,48,19,0
4177,260000,1,1,2,34,1,0
4178,60000,2,1,2,27,13,0
4179,280000,1,1,2,31,10,0
4180,310000,2,3,1,40,16,0
4181,80000,2,3,1,50,15,0
4182,150000,2,1,2,33,2,0
4183,80000,1,2,2,28,7,0
4185,350000,2,2,1,34,11,0
4186,230000,1,1,2,30,7,0
4187,180000,1,3,2,46,5,0
4190,10000,1,1,1,41,16,0
4191,280000,1,1,2,25,9,0
4194,10000,2,1,2,22,4,0
4195,290000,1,1,1,43,5,0
4196,240000,1,1,2,33,13,0
4198,160000,2,2,2,25,2,0
4199,230000,1,2,1,46,4,0
4200,230000,2,2,1,46,6,0
4201,300000,2,3,1,41,7,0
4202,500000,1,3,2,32,8,0
4203,200000,1,1,2,29,4,0
4204,210000,2,1,2,44,3,0
4205,50000,2,2,2,23,1,0
4206,130000,1,2,2,25,16,0
4207,90000,2,2,1,37,14,0
4208,80000,2,3,1,36,6,0
4209,30000,1,3,2,23,14,0
4210,480000,2,2,2,30,15,0
4211,80000,2,3,1,41,8,0
4212,90000,2,2,2,24,3,0
4213,70000,1,2,1,31,14,0
4214,50000,1,3,2,31,17,0
4215,110000,2,3,1,39,17,0
4216,120000,1,2,2,30,8,0
4217,180000,1,2,2,24,9,0
4219,150000,2,1,1,29,11,0
4220,340000,2,1,2,30,6,0
4221,300000,2,2,2,33,5,0
4223,30000,1,1,2,38,15,0
4224,50000,1,2,2,52,10,0
4226,270000,2,2,1,35,1,0
4228,160000,1,2,2,26,6,0
4229,300000,2,1,2,26,19,0
4231,290000,1,3,1,41,15,0
4232,180000,2,2,1,49,10,0
4233,150000,1,1,1,57,11,0
4234,60000,2,2,1,30,13,0
4235,260000,2,1,2,33,2,0
4237,230000,1,3,1,55,11,0
4238,250000,2,1,2,29,4,0
4239,70000,2,2,1,29,4,0
4241,200000,1,1,1,34,1,0
